寫入日期,寫入時間,時制,中正圖書館,達賢圖書館,中正悅讀區_A,中正悅讀區_B,中正悅讀區_C
2024/12/1,12:00:07,PM,199,0,121,93,140
2024/12/1,1:00:07,PM,304,0,115,90,136
2024/12/1,2:00:07,PM,422,0,109,82,121
2024/12/1,3:00:07,PM,508,0,108,81,117
2024/12/1,4:00:07,PM,601,0,110,77,112
2024/12/1,5:00:07,PM,682,0,108,80,109
2024/12/1,6:00:07,PM,768,0,102,82,111
2024/12/1,7:00:07,PM,852,0,100,82,115
2024/12/1,8:00:07,PM,918,0,93,80,120
2024/12/1,9:00:07,PM,948,0,89,82,122
2024/12/1,10:00:07,PM,969,0,90,85,127
2024/12/1,11:00:06,PM,971,0,104,92,132
2024/12/2,12:00:06,AM,972,0,123,96,144
2024/12/2,1:00:06,AM,0,0,133,96,151
2024/12/2,2:00:06,AM,0,0,136,96,152
2024/12/2,3:00:06,AM,1,0,137,96,152
2024/12/2,4:00:06,AM,1,0,137,96,152
2024/12/2,5:00:06,AM,2,0,137,96,152
2024/12/2,6:00:06,AM,2,0,139,96,152
2024/12/2,7:00:06,AM,2,0,142,96,152
2024/12/2,8:00:06,AM,2,1,138,96,151
2024/12/2,9:00:06,AM,51,53,140,94,147
2024/12/2,10:00:06,AM,125,151,128,93,138
2024/12/2,11:00:06,AM,235,256,118,89,132
2024/12/2,12:00:06,PM,328,316,115,90,132
2024/12/2,1:00:06,PM,478,416,114,87,127
2024/12/2,2:00:06,PM,657,595,105,84,118
2024/12/2,3:00:06,PM,819,712,100,83,113
2024/12/2,4:00:06,PM,935,794,101,81,112
2024/12/2,5:00:07,PM,1302,944,80,82,96
2024/12/2,6:00:06,PM,1445,1051,82,82,104
2024/12/2,7:00:06,PM,1624,1154,83,80,101
2024/12/2,8:00:06,PM,1757,1261,62,76,88
2024/12/2,9:00:06,PM,1818,1298,54,71,86
2024/12/2,10:00:06,PM,1849,1307,45,72,71
2024/12/2,11:00:06,PM,1860,1307,77,82,108
2024/12/3,12:00:06,AM,1863,1307,99,93,127
2024/12/3,1:00:06,AM,0,0,107,96,151
2024/12/3,2:00:06,AM,0,0,126,96,152
2024/12/3,3:00:06,AM,0,0,134,96,152
2024/12/3,4:00:06,AM,0,0,140,96,152
2024/12/3,5:00:06,AM,0,0,141,96,152
2024/12/3,6:00:06,AM,0,0,140,96,152
2024/12/3,7:00:06,AM,0,0,142,96,152
2024/12/3,8:00:06,AM,0,0,140,96,152
2024/12/3,9:00:06,AM,51,38,139,94,145
2024/12/3,10:00:06,AM,122,86,132,92,140
2024/12/3,11:00:06,AM,207,141,123,91,135
2024/12/3,12:00:06,PM,284,198,120,90,136
2024/12/3,1:00:06,PM,610,319,97,87,128
2024/12/3,2:00:07,PM,884,499,101,82,115
2024/12/3,3:00:06,PM,1016,600,94,80,107
2024/12/3,4:00:06,PM,1172,669,91,85,108
2024/12/3,5:00:06,PM,1493,831,73,80,96
2024/12/3,6:00:06,PM,1671,959,81,80,108
2024/12/3,7:00:06,PM,1843,1090,85,78,110
2024/12/3,8:00:06,PM,2023,1199,67,78,107
2024/12/3,9:00:06,PM,2107,1229,59,81,92
2024/12/3,10:00:06,PM,2149,1233,53,75,84
2024/12/3,11:00:06,PM,2153,1233,74,81,104
2024/12/4,12:00:06,AM,2155,1233,83,96,143
2024/12/4,1:00:06,AM,0,0,117,96,152
2024/12/4,2:00:06,AM,2,0,128,96,152
2024/12/4,3:00:06,AM,2,0,131,96,152
2024/12/4,4:00:06,AM,2,0,133,96,152
2024/12/4,5:00:06,AM,2,0,137,96,152
2024/12/4,6:00:06,AM,3,0,139,96,152
2024/12/4,7:00:06,AM,3,0,140,96,152
2024/12/4,8:00:06,AM,3,0,134,96,152
2024/12/4,9:00:06,AM,66,46,142,95,147
2024/12/4,10:00:06,AM,144,121,132,93,143
2024/12/4,11:00:06,AM,256,207,126,91,140
2024/12/4,12:00:06,PM,374,255,120,90,133
2024/12/4,1:00:06,PM,741,413,98,89,125
2024/12/4,2:00:06,PM,995,631,100,87,117
2024/12/4,4:00:06,PM,1328,799,98,85,115
2024/12/4,5:00:06,PM,1634,971,87,81,102
2024/12/4,6:00:07,PM,1778,1078,91,78,103
2024/12/4,7:00:06,PM,1918,1167,90,80,106
2024/12/4,8:00:06,PM,2057,1254,73,80,101
2024/12/4,9:00:06,PM,2132,1279,63,77,95
2024/12/4,10:00:07,PM,2175,1285,54,79,94
2024/12/4,11:00:06,PM,2182,1285,81,84,115
2024/12/5,12:00:06,AM,2184,1285,97,96,137
2024/12/5,1:00:06,AM,0,0,107,96,150
2024/12/5,2:00:07,AM,0,0,126,96,150
2024/12/5,3:00:06,AM,0,0,132,96,152
2024/12/5,4:00:07,AM,0,0,139,96,152
2024/12/5,5:00:06,AM,1,0,141,96,152
2024/12/5,6:00:07,AM,5,0,140,96,152
2024/12/5,7:00:07,AM,5,1,140,96,152
2024/12/5,8:00:06,AM,5,1,133,96,152
2024/12/5,9:00:06,AM,70,43,137,96,150
2024/12/5,10:00:06,AM,146,108,130,92,146
2024/12/5,11:00:07,AM,243,181,124,92,138
2024/12/5,12:00:07,PM,348,235,126,87,136
2024/12/5,1:00:08,PM,651,393,102,81,130
2024/12/5,2:00:06,PM,868,600,100,82,123
2024/12/5,3:00:07,PM,981,731,99,79,118
2024/12/5,4:00:07,PM,1117,823,106,81,114
2024/12/5,5:00:07,PM,1448,983,84,77,95
2024/12/5,6:00:07,PM,1615,1083,90,74,97
2024/12/5,7:00:07,PM,1753,1182,85,75,100
2024/12/5,8:00:07,PM,1854,1259,78,78,103
2024/12/5,9:00:07,PM,1922,1270,65,79,101
2024/12/5,10:00:07,PM,1957,1273,58,77,97
2024/12/5,11:00:07,PM,1963,1273,77,83,123
2024/12/6,12:00:07,AM,1964,1273,93,94,136
2024/12/6,1:00:07,AM,0,0,113,96,151
2024/12/6,2:00:07,AM,0,0,129,96,151
2024/12/6,3:00:07,AM,0,0,135,96,151
2024/12/6,4:00:07,AM,0,0,137,96,152
2024/12/6,5:00:07,AM,0,0,138,96,152
2024/12/6,6:00:07,AM,0,0,135,96,152
2024/12/6,7:00:07,AM,0,0,139,96,152
2024/12/6,8:00:07,AM,0,1,136,96,152
2024/12/6,9:00:07,AM,39,57,138,96,150
2024/12/6,10:00:07,AM,103,122,134,94,144
2024/12/6,11:00:07,AM,182,186,122,89,140
2024/12/6,12:00:07,PM,267,231,117,87,139
2024/12/6,1:00:07,PM,474,327,115,84,134
2024/12/6,2:00:07,PM,643,486,111,88,130
2024/12/6,3:00:07,PM,747,573,112,83,123
2024/12/6,4:00:07,PM,873,694,112,84,122
2024/12/6,5:00:07,PM,1058,822,112,84,121
2024/12/6,6:00:07,PM,1133,891,119,88,125
2024/12/6,7:00:07,PM,1223,979,119,88,127
2024/12/6,8:00:07,PM,1273,1035,114,86,121
2024/12/6,9:00:07,PM,1315,1052,113,89,119
2024/12/6,10:00:07,PM,1339,1058,110,90,122
2024/12/6,11:00:07,PM,1340,1058,123,90,130
2024/12/7,12:00:07,AM,1344,1058,128,96,149
2024/12/7,1:00:07,AM,0,0,130,96,152
2024/12/7,2:00:07,AM,1,0,134,96,152
2024/12/7,3:00:06,AM,2,0,137,96,152
2024/12/7,4:00:06,AM,2,0,143,96,152
2024/12/7,5:00:06,AM,3,0,143,96,152
2024/12/7,6:00:06,AM,4,0,143,96,152
2024/12/7,7:00:06,AM,4,0,144,96,152
2024/12/7,8:00:06,AM,4,0,143,96,152
2024/12/7,9:00:06,AM,27,63,141,95,151
2024/12/7,10:00:06,AM,64,150,139,94,148
2024/12/7,11:00:06,AM,121,287,134,90,144
2024/12/7,12:00:06,PM,152,364,130,90,145
2024/12/7,1:00:06,PM,216,493,129,90,138
2024/12/7,2:00:06,PM,298,679,114,88,128
2024/12/7,3:00:06,PM,352,802,112,87,120
2024/12/7,4:00:06,PM,399,907,108,87,122
2024/12/7,5:00:06,PM,443,998,98,88,119
2024/12/7,6:00:07,PM,492,1050,99,88,120
2024/12/7,7:00:06,PM,550,1108,92,87,121
2024/12/7,8:00:06,PM,595,1166,92,88,130
2024/12/7,9:00:06,PM,617,1183,98,87,130
2024/12/7,10:00:06,PM,623,1187,93,84,127
2024/12/7,11:00:06,PM,625,1187,108,90,131
2024/12/8,12:00:06,AM,626,1187,113,93,145
2024/12/8,1:00:06,AM,0,0,128,96,151
2024/12/8,2:00:06,AM,0,0,131,96,151
2024/12/8,3:00:06,AM,0,0,137,96,152
2024/12/8,4:00:06,AM,1,0,139,96,152
2024/12/8,5:00:06,AM,1,0,141,96,152
2024/12/8,6:00:06,AM,1,0,141,96,152
2024/12/8,7:00:06,AM,1,0,141,96,152
2024/12/8,8:00:06,AM,1,0,141,96,152
2024/12/8,9:00:06,AM,14,0,143,96,152
2024/12/8,10:00:06,AM,52,0,139,95,149
2024/12/8,11:00:06,AM,136,0,126,92,144
2024/12/8,12:00:06,PM,203,0,122,89,138
2024/12/8,1:00:06,PM,293,0,115,88,132
2024/12/8,2:00:06,PM,383,0,109,84,119
2024/12/8,3:00:06,PM,477,0,94,80,108
2024/12/8,4:00:06,PM,560,0,84,80,103
2024/12/8,5:00:06,PM,632,0,87,80,102
2024/12/8,6:00:06,PM,681,0,92,82,102
2024/12/8,7:00:06,PM,749,0,93,82,106
2024/12/8,8:00:06,PM,803,0,81,84,109
2024/12/8,9:00:06,PM,834,0,89,85,111
2024/12/8,10:00:06,PM,852,0,81,91,115
2024/12/8,11:00:06,PM,857,0,108,95,131
2024/12/9,12:00:06,AM,859,0,122,96,143
2024/12/9,1:00:06,AM,0,0,121,96,152
2024/12/9,2:00:06,AM,0,0,130,96,152
2024/12/9,3:00:06,AM,0,0,135,95,152
2024/12/9,4:00:07,AM,1,0,143,96,152
2024/12/9,5:00:06,AM,1,0,143,96,152
2024/12/9,6:00:06,AM,1,0,145,96,152
2024/12/9,7:00:06,AM,1,0,145,96,152
2024/12/9,8:00:06,AM,1,0,145,96,152
2024/12/9,9:00:06,AM,38,49,141,94,149
2024/12/9,10:00:06,AM,129,132,132,94,146
2024/12/9,11:00:06,AM,275,243,119,92,141
2024/12/9,12:00:06,PM,380,311,120,89,139
2024/12/9,1:00:06,PM,565,407,121,84,135
2024/12/9,2:00:06,PM,734,555,107,82,128
2024/12/9,3:00:06,PM,848,657,99,85,124
2024/12/9,4:00:08,PM,979,735,95,88,121
2024/12/9,5:00:06,PM,1269,876,79,86,110
2024/12/9,6:00:06,PM,1436,970,77,87,111
2024/12/9,7:00:06,PM,1609,1096,63,85,99
2024/12/9,8:00:06,PM,1765,1181,60,74,83
2024/12/9,9:00:06,PM,1846,1213,56,67,84
2024/12/9,10:00:06,PM,1881,1215,45,66,88
2024/12/9,11:00:06,PM,1887,1215,75,80,110
2024/12/10,12:00:06,AM,1893,1215,83,93,140
2024/12/10,1:00:06,AM,0,0,106,96,152
2024/12/10,2:00:07,AM,0,0,122,96,152
2024/12/10,3:00:06,AM,1,0,131,96,152
2024/12/10,4:00:06,AM,1,0,136,96,152
2024/12/10,5:00:07,AM,1,0,135,96,152
2024/12/10,6:00:06,AM,1,0,137,96,152
2024/12/10,7:00:07,AM,1,0,138,96,152
2024/12/10,8:00:06,AM,2,0,137,96,152
2024/12/10,9:00:06,AM,79,47,133,95,146
2024/12/10,10:00:06,AM,164,122,127,93,142
2024/12/10,11:00:07,AM,272,182,118,87,133
2024/12/10,12:00:06,PM,377,235,118,85,132
2024/12/10,1:00:06,PM,674,351,98,82,122
2024/12/10,2:00:06,PM,930,536,96,82,120
2024/12/10,3:00:06,PM,1089,621,83,82,108
2024/12/10,4:00:07,PM,1229,692,82,83,112
2024/12/10,5:00:06,PM,1615,861,66,76,80
2024/12/10,6:00:06,PM,1801,963,77,72,91
2024/12/10,7:00:06,PM,2005,1067,80,77,98
2024/12/10,8:00:07,PM,2166,1134,74,70,94
2024/12/10,9:00:07,PM,2245,1161,66,71,86
2024/12/10,10:00:07,PM,2300,1166,44,62,71
2024/12/10,11:00:07,PM,2312,1166,58,78,113
2024/12/11,12:00:06,AM,2318,1166,73,93,139
2024/12/11,1:00:07,AM,0,0,97,96,151
2024/12/11,2:00:07,AM,0,0,112,96,151
2024/12/11,3:00:07,AM,1,0,128,96,151
2024/12/11,4:00:07,AM,1,0,134,96,151
2024/12/11,5:00:07,AM,1,0,138,96,152
2024/12/11,6:00:07,AM,1,0,137,96,152
2024/12/11,7:00:07,AM,1,0,137,96,152
2024/12/11,8:00:07,AM,1,0,137,96,151
2024/12/11,9:00:07,AM,66,31,139,96,148
2024/12/11,10:00:07,AM,158,116,129,94,145
2024/12/11,11:00:07,AM,280,196,113,92,141
2024/12/11,12:00:07,PM,392,254,114,93,141
2024/12/11,1:00:07,PM,698,409,100,88,129
2024/12/11,2:00:07,PM,964,612,78,88,124
2024/12/11,3:00:07,PM,1134,732,73,86,118
2024/12/11,4:00:07,PM,1306,805,80,84,115
2024/12/11,5:00:07,PM,1627,946,75,78,98
2024/12/11,6:00:07,PM,1786,1040,79,80,100
2024/12/11,7:00:07,PM,1942,1153,72,79,102
2024/12/11,8:00:07,PM,2108,1236,62,76,84
2024/12/11,9:00:07,PM,2212,1260,54,74,79
2024/12/11,10:00:07,PM,2254,1260,51,67,76
2024/12/11,11:00:06,PM,2258,1260,74,77,111
2024/12/12,12:00:06,AM,2259,1260,91,93,133
2024/12/12,1:00:06,AM,0,0,109,96,152
2024/12/12,2:00:06,AM,1,0,123,96,152
2024/12/12,3:00:06,AM,1,0,135,96,152
2024/12/12,4:00:06,AM,1,0,136,96,152
2024/12/12,5:00:06,AM,2,0,140,96,152
2024/12/12,6:00:06,AM,2,0,140,96,152
2024/12/12,7:00:06,AM,2,0,136,96,152
2024/12/12,8:00:06,AM,2,0,137,96,152
2024/12/12,9:00:06,AM,46,79,141,95,148
2024/12/12,10:00:06,AM,117,157,136,92,144
2024/12/12,11:00:06,AM,218,256,128,87,140
2024/12/12,12:00:06,PM,347,309,126,86,133
2024/12/12,1:00:06,PM,624,448,105,87,118
2024/12/12,2:00:06,PM,878,634,105,82,112
2024/12/12,3:00:06,PM,1008,735,95,81,109
2024/12/12,4:00:06,PM,1176,822,92,76,111
2024/12/12,6:00:08,PM,1667,1089,88,76,105
2024/12/12,7:00:06,PM,1860,1162,79,79,106
2024/12/12,8:00:06,PM,1987,1240,65,82,102
2024/12/12,9:00:06,PM,2057,1261,56,76,81
2024/12/12,10:00:06,PM,2084,1265,55,74,79
2024/12/12,11:00:06,PM,2092,1265,85,78,112
2024/12/13,12:00:06,AM,2096,1265,89,93,142
2024/12/13,1:00:07,AM,0,0,107,96,152
2024/12/13,2:00:07,AM,0,0,122,96,152
2024/12/13,3:00:06,AM,1,0,129,96,152
2024/12/13,4:00:06,AM,1,0,129,96,152
2024/12/13,5:00:07,AM,2,0,131,96,152
2024/12/13,6:00:06,AM,3,0,135,96,152
2024/12/13,7:00:06,AM,3,0,138,96,152
2024/12/13,8:00:06,AM,4,0,136,96,152
2024/12/13,9:00:06,AM,59,39,136,94,148
2024/12/13,10:00:06,AM,124,127,139,92,148
2024/12/13,11:00:06,AM,215,191,122,91,145
2024/12/13,12:00:07,PM,291,243,123,89,138
2024/12/13,1:00:06,PM,550,367,116,85,128
2024/12/13,2:00:06,PM,742,546,107,85,121
2024/12/13,3:00:06,PM,859,664,102,82,118
2024/12/13,4:00:06,PM,979,738,99,81,114
2024/12/13,5:00:07,PM,1173,866,92,78,114
2024/12/13,6:00:06,PM,1278,939,95,83,118
2024/12/13,7:00:06,PM,1368,1035,101,84,118
2024/12/13,8:00:07,PM,1449,1123,97,86,118
2024/12/13,9:00:06,PM,1510,1153,94,83,121
2024/12/13,10:00:06,PM,1533,1159,77,82,116
2024/12/13,11:00:07,PM,1533,1159,98,91,128
2024/12/14,12:00:06,AM,1533,1159,104,96,146
2024/12/14,1:00:07,AM,0,0,110,96,150
2024/12/14,2:00:07,AM,0,0,130,96,150
2024/12/14,3:00:07,AM,0,0,138,96,150
2024/12/14,4:00:06,AM,0,0,140,96,150
2024/12/14,5:00:07,AM,1,0,141,96,152
2024/12/14,6:00:07,AM,1,0,141,96,152
2024/12/14,7:00:07,AM,1,0,142,96,152
2024/12/14,8:00:07,AM,2,0,142,96,152
2024/12/14,9:00:07,AM,20,38,139,96,149
2024/12/14,10:00:07,AM,51,132,136,94,145
2024/12/14,11:00:07,AM,92,239,134,91,142
2024/12/14,12:00:07,PM,129,333,128,90,140
2024/12/14,1:00:07,PM,207,515,119,88,136
2024/12/14,2:00:07,PM,305,743,114,85,135
2024/12/14,3:00:07,PM,374,861,102,84,120
2024/12/14,4:00:07,PM,446,935,100,84,118
2024/12/14,5:00:07,PM,508,1013,92,83,114
2024/12/14,6:00:07,PM,563,1090,97,82,116
2024/12/14,7:00:07,PM,629,1159,101,82,116
2024/12/14,8:00:07,PM,693,1228,95,81,112
2024/12/14,9:00:07,PM,721,1246,97,79,105
2024/12/14,10:00:07,PM,744,1250,87,84,107
2024/12/14,11:00:07,PM,747,1250,108,91,126
2024/12/15,12:00:07,AM,749,1250,116,95,141
2024/12/15,1:00:07,AM,0,0,128,96,150
2024/12/15,2:00:07,AM,0,0,141,96,152
2024/12/15,3:00:07,AM,0,0,142,96,152
2024/12/15,4:00:07,AM,0,0,143,96,152
2024/12/15,5:00:07,AM,0,0,143,96,152
2024/12/15,6:00:07,AM,0,0,144,96,152
2024/12/15,7:00:07,AM,0,0,145,96,152
2024/12/15,8:00:07,AM,0,0,144,96,152
2024/12/15,9:00:07,AM,18,0,138,96,148
2024/12/15,10:00:07,AM,72,0,131,94,146
2024/12/15,11:00:07,AM,163,0,126,93,141
2024/12/15,12:00:07,PM,217,0,119,94,137
2024/12/15,1:00:07,PM,343,0,111,92,131
2024/12/15,2:00:07,PM,495,0,97,84,117
2024/12/15,3:00:07,PM,639,0,80,81,103
2024/12/15,4:00:07,PM,743,0,69,78,97
2024/12/15,5:00:07,PM,839,0,64,72,88
2024/12/15,6:00:07,PM,930,0,66,71,77
2024/12/15,7:00:07,PM,1015,0,83,74,82
2024/12/15,8:00:07,PM,1090,0,76,74,83
2024/12/15,9:00:07,PM,1148,0,77,70,79
2024/12/15,10:00:07,PM,1168,0,72,72,90
2024/12/15,11:00:07,PM,1172,0,92,84,111
2024/12/16,12:00:07,AM,1177,0,111,93,135
2024/12/16,1:00:07,AM,0,0,116,96,148
2024/12/16,2:00:07,AM,0,0,123,96,150
2024/12/16,3:00:07,AM,0,0,131,96,148
2024/12/16,4:00:06,AM,0,0,133,96,148
2024/12/16,5:00:06,AM,0,0,133,96,152
2024/12/16,6:00:06,AM,0,0,136,96,152
2024/12/16,7:00:06,AM,0,0,137,96,152
2024/12/16,8:00:06,AM,0,0,140,96,152
2024/12/16,9:00:06,AM,43,50,130,95,148
2024/12/16,10:00:06,AM,125,154,122,92,138
2024/12/16,11:00:06,AM,232,242,112,90,132
2024/12/16,12:00:06,PM,351,305,112,88,131
2024/12/16,1:00:06,PM,524,407,118,85,128
2024/12/16,2:00:06,PM,713,563,109,85,120
2024/12/16,3:00:06,PM,861,677,99,80,111
2024/12/16,4:00:06,PM,1017,769,100,81,105
2024/12/16,5:00:06,PM,1358,913,74,83,88
2024/12/16,6:00:06,PM,1513,1024,71,81,89
2024/12/16,7:00:06,PM,1729,1158,62,75,86
2024/12/16,8:00:06,PM,1894,1243,47,59,74
2024/12/16,9:00:06,PM,1989,1267,39,53,65
2024/12/16,10:00:06,PM,2047,1271,35,53,61
2024/12/16,11:00:06,PM,2069,1271,54,70,97
2024/12/17,12:00:06,AM,2075,1271,75,84,127
2024/12/17,1:00:06,AM,0,0,95,94,134
2024/12/17,2:00:06,AM,1,0,117,95,142
2024/12/17,3:00:06,AM,1,0,124,95,145
2024/12/17,4:00:06,AM,1,0,132,95,149
2024/12/17,5:00:06,AM,1,0,140,95,149
2024/12/17,6:00:06,AM,1,0,140,96,149
2024/12/17,7:00:06,AM,1,0,140,96,150
2024/12/17,8:00:06,AM,1,0,139,96,150
2024/12/17,9:00:06,AM,63,40,134,96,147
2024/12/17,10:00:06,AM,138,92,129,91,140
2024/12/17,11:00:06,AM,222,161,118,86,140
2024/12/17,12:00:06,PM,373,231,116,87,136
2024/12/17,1:00:06,PM,701,359,103,82,126
2024/12/17,2:00:06,PM,987,537,94,80,116
2024/12/17,3:00:13,PM,1163,632,89,83,111
2024/12/17,4:00:08,PM,1335,717,86,82,108
2024/12/17,5:00:06,PM,1723,867,65,72,86
2024/12/17,6:00:06,PM,1939,984,68,80,81
2024/12/17,7:00:06,PM,2167,1090,71,77,85
2024/12/17,8:00:07,PM,2377,1172,66,66,76
2024/12/17,9:00:07,PM,2476,1209,47,57,71
2024/12/17,10:00:06,PM,2554,1212,31,45,58
2024/12/17,11:00:06,PM,2568,1212,53,67,86
2024/12/18,12:00:06,AM,2586,1212,76,83,119
2024/12/18,1:00:07,AM,0,0,87,92,134
2024/12/18,2:00:07,AM,1,0,116,94,140
2024/12/18,3:00:06,AM,1,0,120,96,144
2024/12/18,4:00:07,AM,1,0,126,96,148
2024/12/18,5:00:07,AM,2,0,127,96,150
2024/12/18,6:00:07,AM,3,0,130,96,151
2024/12/18,7:00:07,AM,3,0,134,96,151
2024/12/18,8:00:07,AM,3,0,135,96,151
2024/12/18,9:00:06,AM,59,41,138,96,150
2024/12/18,10:00:07,AM,143,118,133,96,144
2024/12/18,11:00:06,AM,272,199,123,93,138
2024/12/18,12:00:07,PM,389,250,122,91,132
2024/12/18,1:00:06,PM,714,391,105,90,125
2024/12/18,2:00:06,PM,1066,618,86,79,110
2024/12/18,3:00:06,PM,1248,752,76,76,97
2024/12/18,4:00:07,PM,1452,835,75,72,87
2024/12/18,5:00:07,PM,1806,948,64,64,89
2024/12/18,6:00:08,PM,1981,1045,70,71,94
2024/12/18,7:00:07,PM,2201,1156,57,72,88
2024/12/18,8:00:07,PM,2381,1256,51,65,72
2024/12/18,9:00:07,PM,2499,1278,37,55,65
2024/12/18,10:00:07,PM,2574,1285,28,57,63
2024/12/18,11:00:07,PM,2591,1285,54,78,94
2024/12/19,12:00:07,AM,2603,1285,73,90,119
2024/12/19,1:00:07,AM,0,0,95,92,129
2024/12/19,2:00:07,AM,0,0,114,93,137
2024/12/19,3:00:07,AM,0,0,127,95,143
2024/12/19,4:00:07,AM,0,0,129,95,146
2024/12/19,5:00:07,AM,0,0,133,95,150
2024/12/19,6:00:07,AM,1,0,137,95,150
2024/12/19,7:00:07,AM,1,0,139,95,151
2024/12/19,8:00:07,AM,1,1,134,96,151
2024/12/19,9:00:07,AM,68,54,137,95,149
2024/12/19,10:00:07,AM,148,122,132,94,144
2024/12/19,11:00:08,AM,278,183,123,87,132
2024/12/19,12:00:07,PM,412,238,112,87,129
2024/12/19,1:00:07,PM,709,344,97,86,126
2024/12/19,2:00:07,PM,981,505,93,79,116
2024/12/19,3:00:08,PM,1148,624,83,74,98
2024/12/19,4:00:07,PM,1367,683,80,72,100
2024/12/19,5:00:11,PM,1677,805,71,67,89
2024/12/19,6:00:07,PM,1881,895,70,63,98
2024/12/19,7:00:07,PM,2073,1009,70,70,98
2024/12/19,8:00:07,PM,2216,1068,68,71,82
2024/12/19,9:00:07,PM,2312,1094,65,68,69
2024/12/19,10:00:07,PM,2386,1098,61,62,69
2024/12/19,11:00:07,PM,2408,1098,76,73,104
2024/12/20,12:00:07,AM,2418,1098,91,82,127
2024/12/20,1:00:07,AM,0,0,116,91,136
2024/12/20,2:00:07,AM,0,0,130,94,141
2024/12/20,3:00:07,AM,0,0,136,95,147
2024/12/20,4:00:07,AM,0,0,136,95,151
2024/12/20,5:00:07,AM,2,0,138,96,152
2024/12/20,6:00:07,AM,3,0,140,96,152
2024/12/20,7:00:07,AM,6,0,141,96,152
2024/12/20,8:00:07,AM,10,0,139,96,152
2024/12/20,9:00:07,AM,60,51,140,95,150
2024/12/20,10:00:07,AM,123,113,136,94,146
2024/12/20,11:00:07,AM,218,173,119,93,140
2024/12/20,12:00:07,PM,321,221,112,90,139
2024/12/20,1:00:07,PM,565,320,108,85,131
2024/12/20,2:00:07,PM,790,463,100,82,116
2024/12/20,3:00:07,PM,933,620,93,80,104
2024/12/20,4:00:07,PM,1093,688,84,76,99
2024/12/20,5:00:07,PM,1323,812,81,75,90
2024/12/20,6:00:07,PM,1445,889,86,75,102
2024/12/20,7:00:07,PM,1539,968,80,80,106
2024/12/20,8:00:07,PM,1647,1034,73,79,104
2024/12/20,9:00:07,PM,1711,1057,64,78,98
2024/12/20,10:00:07,PM,1766,1068,60,73,95
2024/12/20,11:00:07,PM,1787,1068,77,86,113
2024/12/21,12:00:07,AM,1795,1068,99,91,127
2024/12/21,1:00:07,AM,0,0,111,92,132
2024/12/21,2:00:07,AM,1,0,125,95,136
2024/12/21,3:00:07,AM,1,0,130,95,142
2024/12/21,4:00:07,AM,1,0,138,95,144
2024/12/21,5:00:07,AM,2,0,137,95,146
2024/12/21,6:00:07,AM,2,0,140,95,148
2024/12/21,7:00:07,AM,2,0,141,96,150
2024/12/21,8:00:07,AM,2,0,139,96,150
2024/12/21,9:00:07,AM,20,44,131,96,151
2024/12/21,10:00:07,AM,59,148,123,93,145
2024/12/21,11:00:07,AM,128,243,120,86,138
2024/12/21,12:00:07,PM,171,338,112,85,130
2024/12/21,1:00:07,PM,248,443,106,84,121
2024/12/21,2:00:07,PM,374,614,88,81,96
2024/12/21,3:00:07,PM,451,765,73,75,89
2024/12/21,4:00:07,PM,516,844,69,75,83
2024/12/21,5:00:07,PM,573,917,67,75,81
2024/12/21,6:00:07,PM,644,994,71,74,82
2024/12/21,7:00:07,PM,744,1056,73,73,91
2024/12/21,8:00:07,PM,833,1117,68,73,86
2024/12/21,9:00:07,PM,889,1147,68,77,88
2024/12/21,10:00:06,PM,921,1154,68,77,100
2024/12/21,11:00:06,PM,945,1154,77,81,118
2024/12/22,12:00:06,AM,955,1154,95,86,124
2024/12/22,1:00:06,AM,0,0,105,91,129
2024/12/22,2:00:06,AM,0,0,117,94,131
2024/12/22,3:00:06,AM,1,0,126,95,140
2024/12/22,4:00:06,AM,1,0,132,96,139
2024/12/22,5:00:06,AM,1,0,136,96,142
2024/12/22,6:00:06,AM,3,0,137,96,144
2024/12/22,7:00:06,AM,4,0,137,96,148
2024/12/22,8:00:06,AM,4,0,137,96,150
2024/12/22,9:00:06,AM,25,0,133,96,147
2024/12/22,10:00:06,AM,101,0,125,94,140
2024/12/22,11:00:06,AM,193,0,109,88,132
2024/12/22,12:00:07,PM,278,0,95,86,121
2024/12/22,1:00:06,PM,410,0,79,84,108
2024/12/22,2:00:06,PM,618,0,58,73,86
2024/12/22,3:00:06,PM,788,0,48,59,72
2024/12/22,4:00:07,PM,916,0,39,54,70
2024/12/22,5:00:06,PM,1031,0,40,52,65
2024/12/22,6:00:06,PM,1141,0,33,56,66
2024/12/22,7:00:06,PM,1270,0,35,58,69
2024/12/22,8:00:07,PM,1422,0,40,57,72
2024/12/22,9:00:07,PM,1530,0,33,60,71
2024/12/22,10:00:06,PM,1600,0,43,65,74
2024/12/22,11:00:07,PM,1633,0,68,71,87
2024/12/23,12:00:06,AM,1647,0,79,82,113
2024/12/23,1:00:07,AM,0,0,84,84,121
2024/12/23,2:00:07,AM,1,0,102,88,130
2024/12/23,3:00:07,AM,2,0,107,94,137
2024/12/23,4:00:07,AM,2,0,122,94,141
2024/12/23,5:00:07,AM,3,0,123,94,141
2024/12/23,6:00:07,AM,3,0,123,94,143
2024/12/23,7:00:07,AM,3,0,124,94,144
2024/12/23,8:00:06,AM,3,1,121,94,147
2024/12/23,9:00:07,AM,56,46,116,92,140
2024/12/23,10:00:07,AM,152,144,105,87,130
