寫入日期,寫入時間,時制,中正圖書館,達賢圖書館,中正悅讀區_A,中正悅讀區_B,中正悅讀區_C
2025/1/14,12:00:07,PM,136,159,129,93,135
2025/1/14,1:00:07,PM,194,219,116,93,132
2025/1/14,2:00:07,PM,272,335,115,91,130
2025/1/14,3:00:07,PM,323,390,112,91,129
2025/1/14,4:00:07,PM,377,424,109,91,127
2025/1/14,5:00:07,PM,422,450,109,89,122
2025/1/14,6:00:07,PM,474,467,110,86,120
2025/1/14,7:00:07,PM,541,468,111,84,120
2025/1/14,8:00:07,PM,593,468,110,83,117
2025/1/14,9:00:07,PM,612,468,102,85,112
2025/1/14,10:00:07,PM,618,468,102,87,114
2025/1/14,11:00:07,PM,622,468,111,94,129
2025/1/15,12:00:07,AM,623,468,130,94,142
2025/1/15,1:00:07,AM,0,0,146,96,152
2025/1/15,2:00:07,AM,0,0,146,96,152
2025/1/15,3:00:07,AM,0,0,146,96,152
2025/1/15,4:00:07,AM,0,0,146,96,152
2025/1/15,5:00:07,AM,0,0,146,96,152
2025/1/15,6:00:07,AM,0,0,146,96,152
2025/1/15,7:00:07,AM,0,0,146,96,152
2025/1/15,8:00:07,AM,0,0,146,96,152
2025/1/15,9:00:07,AM,31,28,143,94,146
2025/1/15,10:00:07,AM,69,63,137,94,140
2025/1/15,11:00:07,AM,97,89,132,89,138
2025/1/15,12:00:08,PM,131,112,126,88,134
2025/1/15,1:00:07,PM,191,154,125,89,130
2025/1/15,2:00:07,PM,248,253,118,88,126
2025/1/15,3:00:07,PM,310,299,117,86,120
2025/1/15,4:00:07,PM,349,336,112,85,117
2025/1/15,5:00:07,PM,389,362,111,83,116
2025/1/15,6:00:07,PM,437,369,113,82,115
2025/1/15,7:00:07,PM,481,369,112,81,117
